edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia,employee_id,employee_name,risk_score,risk_level,recommendation
49,2327,29,22,ventas,fijo,35,4,1,1,43,disfruto trabajar en esta empresa,0,133,N/A,0.4580656635078116,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,1953,0,0,produccion,fijo,35,2,1,0,13,hay buenas oportunidades de aprendizaje,0,134,N/A,0.4371417830962822,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
47,2642,20,9,produccion,temporal,57,4,1,4,46,me siento parte de un buen equipo,0,135,N/A,0.30079305675914414,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,3423,34,21,ti,temporal,53,1,5,1,32,no tengo motivacion para seguir en este trabajo y me siento muy estresado por la carga laboral,1,136,N/A,0.6571282783095685,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2167,22,12,finanzas,fijo,54,1,1,0,47,me siento sobrecargado y desmotivado,1,137,N/A,0.7253100146200889,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
56,3233,37,13,ventas,temporal,54,4,5,3,37,estoy muy insatisfecho con mi trabajo,1,138,N/A,0.4734192079437213,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,1371,8,8,produccion,fijo,52,3,2,2,4,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral,0,139,N/A,0.44053066840099103,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
60,4000,36,17,ti,fijo,41,3,1,2,50,"no es el mejor trabajo, pero tampoco el peor",1,140,N/A,0.6966125020817753,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
46,1509,22,19,ti,fijo,45,3,1,0,46,"estoy aprendiendo cosas nuevas, pero hay desafios",1,141,N/A,0.6771076858978583,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
53,2414,29,22,produccion,fijo,45,4,4,3,27,mi desarrollo profesional es constante,0,142,N/A,0.27598765148574683,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
30,1554,6,3,ventas,fijo,39,3,2,0,32,"algunas tareas son interesantes, otras no tanto",0,143,N/A,0.46864080665680335,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
49,2931,25,7,ventas,temporal,46,3,2,3,16,no recibo retroalimentacion suficiente,0,144,N/A,0.36177683245640707,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
24,1766,0,0,rrhh,fijo,49,2,1,0,20,siento que mi trabajo no tiene impacto y siento que no hay crecimiento profesional,1,145,N/A,0.7621284911827702,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
39,3048,19,4,rrhh,fijo,52,4,2,4,6,hay un buen ambiente de colaboracion y me siento muy estresado por la carga laboral,0,146,N/A,0.23481814849749494,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
45,2152,22,20,ventas,temporal,31,3,3,4,39,la carga de trabajo es abrumadora,1,147,N/A,0.47885128321285453,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,630,0,0,ti,fijo,57,2,4,0,34,mi equipo y mi jefe me apoyan mucho y me siento muy estresado por la carga laboral ademas considero que el salario es bajo,0,148,N/A,0.5265301089991605,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
59,3023,36,19,logistica,fijo,54,2,2,4,6,el equilibrio entre trabajo y vida es justo,1,149,N/A,0.7659300722180137,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
23,1699,5,0,rrhh,fijo,42,3,3,0,7,"estoy aprendiendo cosas nuevas, pero hay desafios",1,150,N/A,0.5230485251485373,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,3348,23,11,ti,fijo,46,3,1,3,50,hay estabilidad pero falta innovacion,1,151,N/A,0.613186875438706,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,1961,21,15,rrhh,temporal,38,3,4,0,43,"no es el mejor trabajo, pero tampoco el peor y siento que no hay crecimiento profesional",1,152,N/A,0.596984877918864,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
37,2159,15,9,ti,temporal,44,3,4,4,41,el trabajo es aceptable,0,153,N/A,0.31641156723433306,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
47,1305,23,19,finanzas,fijo,36,3,4,0,30,cumplo mis funciones sin mayor inconveniente y siento que no hay crecimiento profesional,1,154,N/A,0.72114285175284,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
28,2329,5,2,produccion,temporal,42,4,3,0,4,mi jefe no apoya mi desarrollo profesional,0,155,N/A,0.24294186744478732,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
45,2497,20,6,ventas,temporal,39,3,5,0,4,el trabajo cumple con lo esperado,0,156,N/A,0.4874321239256446,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,1993,23,3,finanzas,fijo,51,3,4,2,23,estoy contento con mi trabajo,1,157,N/A,0.5105124750932014,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
56,2749,32,9,ventas,fijo,59,1,3,0,21,siento que mi esfuerzo no se reconoce y siento que no hay crecimiento profesional,1,158,N/A,0.7530147598130358,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
50,2039,28,7,logistica,fijo,57,3,5,0,43,el equilibrio entre trabajo y vida es justo,0,159,N/A,0.4829485182845247,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
18,1697,0,0,ti,temporal,52,1,3,0,12,hay buenas oportunidades de aprendizaje y me siento muy estresado por la carga laboral,1,160,N/A,0.7308375204539556,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
44,1507,14,3,rrhh,temporal,47,4,3,3,21,me siento reconocido por mis esfuerzos,0,161,N/A,0.21533783544383686,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
30,2135,4,1,rrhh,fijo,39,3,3,1,25,me gusta el ambiente laboral,0,162,N/A,0.28107551320788243,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
58,2284,35,30,rrhh,fijo,57,3,4,3,0,"el ambiente es regular, podria mejorar",0,163,N/A,0.2867917977510519,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
20,1778,0,0,produccion,fijo,47,3,1,0,16,la empresa tiene potencial de mejora,0,164,N/A,0.49660065867730024,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
56,2609,33,11,produccion,temporal,43,3,4,4,18,mi experiencia es promedio,1,165,N/A,0.4737406856782574,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,2105,4,3,logistica,fijo,48,3,4,2,1,mi experiencia es promedio,0,166,N/A,0.24598979157845383,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
25,975,4,1,ventas,fijo,51,1,4,0,49,siento estabilidad en mi trabajo y siento que no hay crecimiento profesional,1,167,N/A,0.8602970249963894,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
44,2478,20,10,rrhh,temporal,30,4,4,1,10,estoy satisfecho con mi equipo,0,168,N/A,0.25560198429968434,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
26,714,2,2,finanzas,temporal,56,1,5,0,29,hay estabilidad pero falta innovacion y me siento muy estresado por la carga laboral ademas considero que el salario es bajo y siento que no hay crecimiento profesional,0,169,N/A,0.3174355835469327,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,3443,36,12,ventas,fijo,33,4,5,0,45,el trabajo es estresante y agotador,0,170,N/A,0.20266393332833746,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
50,3885,32,16,produccion,fijo,53,3,3,4,22,mi equipo y mi jefe me apoyan mucho,0,171,N/A,0.3498380528377793,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
59,3917,39,9,produccion,temporal,53,2,2,2,14,siento estabilidad en mi trabajo y me siento muy estresado por la carga laboral,1,172,N/A,0.7047190148099507,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,2391,15,7,rrhh,fijo,43,4,2,4,22,la empresa valora a sus empleados,0,173,N/A,0.31086481167769653,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
32,1169,7,5,produccion,fijo,34,4,1,4,11,estoy motivado y satisfecho con mis proyectos,1,174,N/A,0.7596569570021279,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
49,2299,27,13,ti,temporal,52,3,3,1,26,siento que mi esfuerzo no siempre se reconoce,1,175,N/A,0.5712448223482106,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
49,3123,30,18,produccion,fijo,34,2,1,0,5,"no es el mejor trabajo, pero tampoco el peor",1,176,N/A,0.7453263216203391,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,2853,14,7,logistica,fijo,49,4,5,3,29,hay un buen ambiente de colaboracion,0,177,N/A,0.22362125054494578,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
58,4000,40,32,rrhh,temporal,51,2,4,4,4,no hay oportunidades de crecimiento,1,178,N/A,0.688771138806854,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
29,1201,4,0,ventas,fijo,43,4,1,0,45,siento que crezco profesionalmente y siento que no hay crecimiento profesional,0,179,N/A,0.39870804992916753,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
56,3241,32,24,produccion,fijo,37,4,1,4,37,la empresa valora a sus empleados,0,180,N/A,0.2596091867705412,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
19,1895,0,0,finanzas,fijo,41,3,5,0,34,siento que crezco profesionalmente y siento que no hay crecimiento profesional,0,181,N/A,0.4109645364254198,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
20,1525,0,0,finanzas,temporal,55,2,3,0,5,no recibo retroalimentacion suficiente,1,182,N/A,0.5855433870423985,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
54,3103,33,24,ti,temporal,46,4,4,3,13,el liderazgo de mi equipo es excelente,0,183,N/A,0.18096483472895072,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
34,1869,12,12,ventas,temporal,32,2,4,1,49,los recursos para trabajar son insuficientes,0,184,N/A,0.5548793175953185,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,1444,0,0,ti,temporal,33,4,3,0,16,estoy orgulloso de lo que hacemos,1,185,N/A,0.5890395219529257,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,1209,0,0,logistica,fijo,34,4,5,0,8,mi desarrollo profesional es constante,0,186,N/A,0.429482687834377,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2032,17,11,ti,fijo,30,4,5,2,39,estoy orgulloso de lo que hacemos,1,187,N/A,0.48598489216440055,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2554,22,21,rrhh,fijo,54,3,1,1,30,"algunas tareas son interesantes, otras no tanto y me siento muy estresado por la carga laboral",1,188,N/A,0.6492885532104857,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
54,3357,34,23,rrhh,temporal,53,4,2,4,35,me siento reconocido por mis esfuerzos y me siento muy estresado por la carga laboral,1,189,N/A,0.5816515467706608,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
49,2599,30,8,rrhh,temporal,31,2,2,1,9,siento que mis habilidades no se aprovechan,1,190,N/A,0.6447463735458356,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
50,2573,29,27,finanzas,temporal,34,3,5,3,26,el ambiente laboral es muy malo,0,191,N/A,0.3244670613192454,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
18,654,0,0,produccion,temporal,54,1,3,0,48,mi jefe no apoya mi desarrollo profesional,1,192,N/A,0.8052049683503296,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
36,2283,12,6,ventas,temporal,58,1,3,1,4,estoy muy insatisfecho con mi trabajo,1,193,N/A,0.63864945210221,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,482,0,0,rrhh,fijo,48,2,2,0,16,no hay reconocimiento al esfuerzo ademas considero que el salario es bajo,0,194,N/A,0.4215447417333198,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,3170,21,6,ventas,fijo,34,3,3,4,30,la empresa valora a sus empleados,0,195,N/A,0.24032148955941238,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
49,3350,26,12,ti,fijo,54,3,3,3,13,me siento reconocido por mis esfuerzos,1,196,N/A,0.5473312206257346,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,1745,1,1,logistica,temporal,51,3,4,1,22,la empresa tiene potencial de mejora y me siento muy estresado por la carga laboral,0,197,N/A,0.3351860662527104,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
49,2600,21,1,produccion,fijo,42,4,3,1,43,me siento reconocido por mis esfuerzos,0,198,N/A,0.21636601647235124,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
21,1706,0,0,finanzas,fijo,34,2,4,0,28,estoy muy insatisfecho con mi trabajo,0,199,N/A,0.4832910189792516,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
28,1499,2,2,ventas,fijo,37,3,4,0,38,estoy satisfecho con mi equipo,1,200,N/A,0.6684746302121756,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
34,1991,5,1,produccion,fijo,59,2,2,0,14,no me siento valorado en la empresa y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1,201,N/A,0.7827599651752739,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
55,2718,31,15,ventas,fijo,50,4,4,4,46,me siento reconocido por mis esfuerzos,1,202,N/A,0.4547080695205805,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,1562,16,1,ti,fijo,38,4,5,0,11,estoy satisfecho con mi equipo y siento que no hay crecimiento profesional,1,203,N/A,0.6007058624676536,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
22,1983,0,0,rrhh,temporal,44,2,1,0,32,no me siento valorado en la empresa,1,204,N/A,0.8204540195877292,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
51,3921,33,24,ti,temporal,56,4,4,4,39,trabajo en proyectos que me interesan y me siento muy estresado por la carga laboral,0,205,N/A,0.22707135268068762,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
23,1274,1,0,ventas,temporal,58,2,5,0,29,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,1,206,N/A,0.7855396769718792,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
39,2283,17,1,finanzas,fijo,32,4,5,1,21,mi desarrollo profesional es constante,1,207,N/A,0.6387700333556748,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
28,823,5,3,ventas,fijo,30,2,3,3,29,me siento reconocido por mis esfuerzos,1,208,N/A,0.7666965130317337,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
33,2008,14,6,logistica,fijo,49,2,5,0,31,hay falta de comunicacion en el equipo,0,209,N/A,0.42107751111446273,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
50,2302,26,4,finanzas,fijo,36,3,3,2,19,siento estabilidad en mi trabajo,0,210,N/A,0.26678686715785943,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
26,2103,7,2,finanzas,fijo,42,4,5,2,37,siento que crezco profesionalmente,1,211,N/A,0.5497944703693044,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,1023,5,0,ventas,fijo,32,4,2,0,19,la empresa valora a sus empleados,1,212,N/A,0.7125031512862005,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
33,1607,10,4,ventas,temporal,58,2,2,0,1,el trabajo es estresante y agotador y me siento muy estresado por la carga laboral,1,213,N/A,0.8355145245639062,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
46,2611,27,3,finanzas,temporal,39,3,2,2,30,la empresa tiene potencial de mejora,1,214,N/A,0.5870188624915365,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
20,1469,0,0,ventas,temporal,53,2,2,0,49,estoy satisfecho con las condiciones laborales y siento que no hay crecimiento profesional,1,215,N/A,0.8659659445420643,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
37,1972,18,2,produccion,fijo,47,2,2,1,27,no confio en la direccion de la empresa,1,216,N/A,0.5403159951923354,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
53,2460,29,6,finanzas,fijo,45,5,5,2,2,me siento reconocido por mis esfuerzos,0,217,N/A,0.21623246977840363,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
36,1852,16,10,logistica,fijo,38,3,4,2,19,el trabajo cumple con lo esperado,0,218,N/A,0.27792299205950804,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
43,2532,20,0,finanzas,temporal,44,4,4,0,34,me siento parte de un buen equipo,1,219,N/A,0.5579817218885829,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
20,1639,2,1,ventas,fijo,43,4,4,0,18,siento que crezco profesionalmente,0,220,N/A,0.35577849872495965,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
36,1586,16,0,ti,temporal,48,2,2,0,5,siento que mi esfuerzo no se reconoce,1,221,N/A,0.7879659038416862,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
37,2826,18,15,produccion,temporal,56,4,2,3,10,disfruto trabajar en esta empresa y me siento muy estresado por la carga laboral,1,222,N/A,0.5675663118274232,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
49,3175,25,12,ventas,temporal,59,4,5,2,44,no hay oportunidades de crecimiento y me siento muy estresado por la carga laboral,0,223,N/A,0.1801124635207878,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
24,2049,1,1,rrhh,fijo,35,2,4,1,5,los recursos para trabajar son insuficientes,0,224,N/A,0.2602111841075726,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
58,2652,40,37,produccion,fijo,36,2,3,1,17,no hay oportunidades de crecimiento,0,225,N/A,0.27392192708005764,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
50,2812,29,20,rrhh,temporal,34,3,2,3,46,siento que algunos procesos son confusos,0,226,N/A,0.32698316531152033,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
57,3789,38,22,produccion,fijo,55,2,1,0,13,me siento sobrecargado y desmotivado y siento que no hay crecimiento profesional,0,227,N/A,0.4086386033369999,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
56,2934,29,13,finanzas,fijo,42,3,1,2,13,hay cosas buenas y malas,0,228,N/A,0.43717324146731973,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
35,1318,10,4,produccion,fijo,34,2,1,1,0,siento que mi esfuerzo no se reconoce,1,229,N/A,0.5762153006813056,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,2486,39,29,ventas,temporal,43,4,5,0,16,me gusta el ambiente laboral y siento que no hay crecimiento profesional,0,230,N/A,0.3778126383974069,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
18,1225,0,0,rrhh,fijo,30,4,3,0,13,el liderazgo de mi equipo es excelente,1,231,N/A,0.7354157992566919,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
