edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia
53,4000,34,34,logistica,fijo,38,5,3,4,47,estoy satisfecho con las condiciones laborales,0
50,1807,24,1,finanzas,temporal,48,3,2,1,14,hay estabilidad pero falta innovacion,1
21,1371,0,0,produccion,fijo,53,3,3,0,22,hay cosas buenas y malas y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
50,3858,25,12,ventas,fijo,32,2,2,1,12,trabajo en proyectos que me interesan,1
31,1564,12,12,ventas,fijo,44,4,5,1,44,me gusta el ambiente laboral,1
38,1916,17,8,ti,fijo,53,3,5,2,46,hay cosas buenas y malas y me siento muy estresado por la carga laboral,1
37,1452,12,8,ventas,fijo,43,5,3,4,19,estoy satisfecho con las condiciones laborales,0
25,2020,4,2,logistica,fijo,30,5,3,2,12,siento estabilidad en mi trabajo,0
24,667,0,0,ventas,fijo,39,1,3,0,26,siento que mi trabajo no tiene impacto ademas considero que el salario es bajo,1
20,1510,0,0,ti,fijo,42,3,4,0,41,"no es el mejor trabajo, pero tampoco el peor",1
34,2761,14,1,finanzas,fijo,55,3,1,0,16,"estoy aprendiendo cosas nuevas, pero hay desafios",1
50,2226,29,13,ventas,fijo,52,3,4,3,30,hay cosas buenas y malas y me siento muy estresado por la carga laboral,0
29,2027,5,5,finanzas,fijo,41,5,4,4,25,mi desarrollo profesional es constante,1
39,2523,15,3,ti,temporal,30,4,5,2,21,estoy satisfecho con mi equipo,0
39,2421,18,1,rrhh,fijo,31,3,5,1,40,"estoy aprendiendo cosas nuevas, pero hay desafios",1
47,2169,29,15,ventas,fijo,56,3,3,2,31,estoy satisfecho con mi equipo y me siento muy estresado por la carga laboral,0
55,4000,37,7,finanzas,temporal,40,2,5,1,21,me siento estancado profesionalmente,1
55,3332,37,0,logistica,fijo,41,2,3,0,27,el ambiente laboral es muy malo y siento que no hay crecimiento profesional,1
25,1768,5,1,produccion,temporal,57,2,4,1,41,siento que mis habilidades no se aprovechan,1
44,1860,24,21,logistica,fijo,30,4,1,3,46,el liderazgo de mi equipo es excelente,0
44,2508,26,8,produccion,fijo,39,3,5,3,0,"algunas tareas son interesantes, otras no tanto",1
51,3306,22,11,rrhh,temporal,32,4,4,0,3,estoy satisfecho con las condiciones laborales,1
38,2636,20,4,ventas,temporal,38,3,3,1,15,"el ambiente es regular, podria mejorar",0
47,2822,28,20,ventas,temporal,46,3,5,1,42,la empresa tiene potencial de mejora,0
50,2424,28,2,ventas,fijo,48,2,1,1,22,me siento estancado profesionalmente,1
45,1573,21,7,produccion,fijo,47,4,5,1,37,me gusta el ambiente laboral,1
50,3024,18,15,rrhh,fijo,34,4,3,4,40,me siento estancado profesionalmente,1
22,1078,0,0,produccion,temporal,57,2,4,0,47,el ambiente laboral es muy malo,1
36,1785,10,1,ventas,fijo,60,2,4,1,35,no hay oportunidades de crecimiento,0
21,1548,3,3,rrhh,fijo,36,4,1,3,13,estoy satisfecho con las condiciones laborales,1
52,2550,24,11,produccion,fijo,44,3,1,3,42,la empresa tiene potencial de mejora,0
34,1318,16,3,logistica,fijo,35,5,4,2,42,mi desarrollo profesional es constante,0
45,3555,24,9,ventas,temporal,55,4,2,2,2,trabajo en proyectos que me interesan y me siento muy estresado por la carga laboral,1
47,2952,24,8,rrhh,fijo,34,3,4,1,0,siento que mi esfuerzo no siempre se reconoce,1
46,3389,28,3,rrhh,temporal,58,3,3,0,43,"a veces me siento motivado, a veces no y me siento muy estresado por la carga laboral",1
23,1834,1,1,ti,fijo,48,4,5,0,15,hay tareas repetitivas que no disfruto,1
52,3384,34,32,rrhh,fijo,42,5,2,2,7,me siento reconocido por mis esfuerzos,1
58,2756,37,4,logistica,fijo,36,4,4,2,0,la cultura de la empresa es positiva,0
54,1501,25,24,ti,fijo,57,4,5,3,20,me esfuerzo por mejorar en mi puesto y me siento muy estresado por la carga laboral,0
41,3329,19,2,ventas,fijo,54,4,1,2,1,mi equipo y mi jefe me apoyan mucho y me siento muy estresado por la carga laboral,1
46,2957,26,10,ti,fijo,31,4,4,3,11,hay buenas oportunidades de aprendizaje,0
48,3784,30,12,ventas,fijo,35,3,2,3,13,estoy orgulloso de lo que hacemos,1
52,3249,29,21,ventas,temporal,44,2,3,1,21,mi jefe no apoya mi desarrollo profesional,1
50,2658,26,10,logistica,fijo,57,2,5,4,19,estoy satisfecho con mi equipo y me siento muy estresado por la carga laboral,1
38,2071,20,5,finanzas,fijo,34,2,5,1,16,estoy muy insatisfecho con mi trabajo,0
49,3217,25,21,logistica,fijo,54,4,4,4,6,me siento sobrecargado y desmotivado y me siento muy estresado por la carga laboral,0
40,2645,17,3,ti,temporal,53,2,3,0,20,me siento estancado profesionalmente y me siento muy estresado por la carga laboral,0
50,2587,26,6,rrhh,temporal,54,1,3,0,33,estoy satisfecho con las condiciones laborales,1
20,1024,1,0,rrhh,temporal,52,2,1,0,21,siento que mi esfuerzo no se reconoce y siento que no hay crecimiento profesional,1
35,1281,12,5,logistica,fijo,34,2,4,0,21,el ambiente laboral es muy malo,1
42,2243,22,9,logistica,fijo,33,5,5,4,20,la empresa valora a sus empleados,0
59,3263,34,18,logistica,fijo,59,3,1,2,12,"a veces me siento motivado, a veces no",1
48,2167,22,17,ventas,fijo,42,2,5,1,44,siento que mi trabajo no tiene impacto,0
20,844,0,0,ti,fijo,53,2,1,0,5,siento que mi esfuerzo no siempre se reconoce y me siento muy estresado por la carga laboral ademas considero que el salario es bajo,1
57,3177,32,27,produccion,fijo,47,5,4,2,24,el trabajo es estresante y agotador,1
41,2720,23,16,rrhh,fijo,30,5,1,4,43,tengo un equilibrio razonable entre trabajo y vida,0
49,1284,25,23,produccion,fijo,32,3,1,3,30,mi experiencia es promedio,1
39,2145,21,0,ti,fijo,36,3,3,0,24,"el ambiente es regular, podria mejorar",1
40,1679,13,4,rrhh,fijo,30,3,3,2,31,el equilibrio entre trabajo y vida es justo,0
19,1865,0,0,produccion,fijo,50,4,5,0,28,hay buenas oportunidades de aprendizaje,1
44,2905,25,20,rrhh,fijo,43,5,3,4,47,estoy motivado y satisfecho con mis proyectos,0
59,4000,36,16,logistica,fijo,44,2,4,0,34,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1
19,1087,0,0,finanzas,fijo,45,3,4,0,11,hay estabilidad pero falta innovacion,0
43,2153,23,20,finanzas,temporal,34,3,1,3,15,tengo oportunidades limitadas para crecer,0
34,1253,10,8,ventas,fijo,32,3,5,0,8,hay un buen ambiente de colaboracion,1
57,2976,34,21,ti,temporal,56,3,4,2,12,"no es el mejor trabajo, pero tampoco el peor y me siento muy estresado por la carga laboral",1
50,2468,27,6,rrhh,fijo,46,3,1,2,11,estoy muy insatisfecho con mi trabajo,1
26,2186,6,6,produccion,fijo,34,3,5,1,25,el liderazgo es deficiente,0
60,2266,37,33,rrhh,temporal,53,2,4,1,14,no recibo retroalimentacion suficiente,1
56,2176,30,13,rrhh,fijo,54,4,2,4,3,"algunas tareas son interesantes, otras no tanto",1
46,2281,28,15,logistica,fijo,57,4,1,2,48,mi equipo y mi jefe me apoyan mucho y me siento muy estresado por la carga laboral,1
59,2460,40,4,produccion,fijo,58,3,4,0,9,siento que mi esfuerzo no siempre se reconoce,0
43,2787,21,17,logistica,fijo,51,3,2,1,47,disfruto trabajar en esta empresa,1
52,2897,32,3,produccion,fijo,30,3,1,0,43,"algunas tareas son interesantes, otras no tanto y siento que no hay crecimiento profesional",0
42,2160,21,11,logistica,fijo,59,3,4,4,37,hay estabilidad pero falta innovacion,0
41,1226,14,2,finanzas,temporal,42,4,1,1,47,mi equipo y mi jefe me apoyan mucho,1
30,1246,10,10,ventas,fijo,60,1,3,0,11,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral,1
24,935,4,2,produccion,fijo,50,3,2,0,21,tengo oportunidades limitadas para crecer y siento que no hay crecimiento profesional,1
53,3263,29,14,rrhh,temporal,47,3,5,3,37,cumplo mis funciones sin mayor inconveniente,0
37,1778,13,4,finanzas,fijo,30,3,5,4,29,"a veces me siento motivado, a veces no",0
18,1673,0,0,ti,fijo,58,3,1,0,14,hay tareas repetitivas que no disfruto,1
25,1843,7,0,finanzas,temporal,48,2,1,0,35,siento que crezco profesionalmente,1
33,1926,10,1,finanzas,fijo,56,1,3,1,4,hay falta de comunicacion en el equipo,0
31,1883,12,12,finanzas,fijo,55,3,2,1,48,mi desarrollo profesional es constante,0
29,1640,7,6,logistica,fijo,50,4,1,3,3,siento estabilidad en mi trabajo,0
40,1376,16,0,rrhh,fijo,54,1,5,0,25,hay falta de comunicacion en el equipo,1
32,2130,10,3,produccion,fijo,52,4,2,2,42,me gusta el ambiente laboral y me siento muy estresado por la carga laboral,1
45,2883,25,14,ventas,temporal,35,4,2,2,18,mi experiencia es promedio,1
51,2008,23,15,logistica,fijo,38,3,3,1,13,siento que algunos procesos son confusos,0
19,857,0,0,ti,fijo,43,2,1,0,26,hay falta de comunicacion en el equipo y siento que no hay crecimiento profesional,0
49,2354,28,10,ventas,fijo,59,3,2,4,37,no me siento valorado en la empresa,1
40,2543,18,2,logistica,fijo,51,3,3,2,25,el trabajo es aceptable y me siento muy estresado por la carga laboral,1
39,1713,17,11,rrhh,fijo,40,3,5,2,41,hay tareas repetitivas que no disfruto,0
42,3154,22,11,ventas,fijo,33,4,3,2,22,mi equipo y mi jefe me apoyan mucho,0
39,1964,10,10,logistica,fijo,36,3,3,4,41,hay falta de comunicacion en el equipo,1
39,2875,20,15,ventas,fijo,58,4,3,2,49,estoy motivado y satisfecho con mis proyectos,0
59,2643,38,28,ti,fijo,47,4,1,1,48,estoy orgulloso de lo que hacemos,0
23,1397,3,0,finanzas,temporal,47,4,3,0,1,la empresa valora a sus empleados,1
32,2504,14,4,produccion,fijo,35,3,5,1,12,no hay oportunidades de crecimiento,1
60,4000,37,4,produccion,temporal,58,3,2,1,11,hay estabilidad pero falta innovacion,1
54,3195,32,12,logistica,fijo,34,3,4,3,36,el trabajo es aceptable,0
50,3159,23,16,ventas,fijo,35,2,1,1,39,siento que mi esfuerzo no se reconoce,0
25,1445,0,0,ti,fijo,31,3,4,0,35,mi experiencia es promedio,1
22,672,0,0,produccion,fijo,31,2,3,0,2,el trabajo es estresante y agotador ademas considero que el salario es bajo,1
56,4000,37,11,produccion,fijo,30,4,1,0,3,la empresa valora a sus empleados,1
21,1495,0,0,produccion,fijo,47,3,5,0,30,hay cosas buenas y malas,0
23,1161,0,0,ventas,fijo,59,2,4,0,40,los recursos para trabajar son insuficientes y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
49,2882,30,16,rrhh,fijo,56,4,2,2,27,estoy satisfecho con las condiciones laborales,0
47,2698,26,0,ventas,temporal,39,3,5,0,39,hay estabilidad pero falta innovacion,1
52,3568,34,7,ventas,fijo,36,2,5,1,10,el trabajo es estresante y agotador,0
57,3535,33,15,rrhh,temporal,31,4,4,4,46,me siento parte de un buen equipo,0
33,1754,8,2,logistica,fijo,48,4,2,1,42,el trabajo es estresante y agotador,1
30,1148,2,0,produccion,temporal,56,1,1,0,15,no me siento valorado en la empresa,1
59,2772,37,30,ventas,fijo,58,4,5,4,37,hay buenas oportunidades de aprendizaje,0
47,2782,24,9,finanzas,fijo,51,4,1,4,28,tengo un equilibrio razonable entre trabajo y vida y me siento muy estresado por la carga laboral,1
36,2125,12,1,produccion,fijo,51,2,5,1,14,no me siento valorado en la empresa y me siento muy estresado por la carga laboral,1
34,1074,15,8,logistica,fijo,39,5,3,4,20,tengo un equilibrio razonable entre trabajo y vida,0
36,2192,17,3,produccion,fijo,56,2,5,3,13,siento que crezco profesionalmente y me siento muy estresado por la carga laboral,1
45,1507,26,3,produccion,temporal,54,2,1,2,15,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,0
43,2774,23,19,ventas,temporal,41,2,2,0,26,siento que mi esfuerzo no se reconoce y siento que no hay crecimiento profesional,1
54,2988,35,11,ti,temporal,56,2,4,4,27,los recursos para trabajar son insuficientes y me siento muy estresado por la carga laboral,1
43,2508,24,16,ti,fijo,41,4,2,4,13,el liderazgo es deficiente,1
40,2687,16,3,rrhh,fijo,60,4,5,3,35,me siento parte de un buen equipo,0
26,2174,5,5,ti,temporal,44,4,1,3,9,hay un buen ambiente de colaboracion,1
29,1572,7,5,produccion,fijo,47,2,3,0,46,el trabajo es estresante y agotador,0
18,1547,0,0,finanzas,fijo,60,2,2,0,8,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,0
18,1733,0,0,finanzas,fijo,52,3,3,0,27,no tengo motivacion para seguir en este trabajo y me siento muy estresado por la carga laboral,1
51,3319,29,18,produccion,fijo,30,4,4,1,13,"estoy aprendiendo cosas nuevas, pero hay desafios",0
49,2059,27,10,logistica,temporal,35,4,3,3,18,siento que algunos procesos son confusos,0
42,2390,18,12,ventas,fijo,38,4,4,0,12,estoy contento con mi trabajo,0
57,3426,32,22,ventas,temporal,53,2,3,2,50,no tengo motivacion para seguir en este trabajo,0
18,1171,0,0,produccion,fijo,35,3,5,0,36,hay tareas repetitivas que no disfruto,0
33,1128,9,7,produccion,fijo,58,4,3,4,38,me siento parte de un buen equipo y me siento muy estresado por la carga laboral,1
56,3397,38,33,rrhh,temporal,35,3,2,4,2,"el ambiente es regular, podria mejorar",1
22,1041,0,0,ventas,fijo,35,3,2,0,6,siento que mi esfuerzo no siempre se reconoce,0
39,2521,19,19,ti,fijo,45,4,2,0,27,estoy motivado y satisfecho con mis proyectos,0
46,2409,22,1,logistica,fijo,44,4,4,0,13,disfruto trabajar en esta empresa,0
20,1472,2,1,logistica,fijo,37,2,4,0,36,el ambiente de oficina es tenso,0
29,2183,8,7,ti,temporal,58,4,5,4,47,me gusta el ambiente laboral,0
43,2375,17,6,ventas,fijo,31,4,4,3,21,siento estabilidad en mi trabajo,0
33,1441,13,10,finanzas,fijo,40,2,5,1,30,me siento reconocido por mis esfuerzos,0
54,2536,26,21,produccion,fijo,38,4,3,2,0,siento que crezco profesionalmente,0
39,2550,18,0,logistica,fijo,45,2,1,0,46,me siento sobrecargado y desmotivado,1
46,2527,22,15,rrhh,fijo,55,3,2,1,11,el equilibrio entre trabajo y vida es justo y me siento muy estresado por la carga laboral,0
31,1561,8,7,rrhh,fijo,53,1,2,1,23,no recibo retroalimentacion suficiente y me siento muy estresado por la carga laboral,0
45,3248,20,16,logistica,fijo,31,2,5,1,29,me siento reconocido por mis esfuerzos,0
22,1382,4,4,rrhh,fijo,59,3,4,4,45,"el ambiente es regular, podria mejorar y me siento muy estresado por la carga laboral",0
47,2178,26,9,ti,temporal,40,4,3,1,47,estoy contento con mi trabajo,0
22,1784,0,0,logistica,temporal,53,2,5,0,26,la carga de trabajo es abrumadora y me siento muy estresado por la carga laboral,0
29,1458,9,5,finanzas,fijo,46,4,2,3,15,me esfuerzo por mejorar en mi puesto,0
33,1362,10,9,finanzas,fijo,35,5,5,3,20,trabajo en proyectos que me interesan,1
43,2906,21,14,logistica,temporal,35,3,1,3,3,siento que mi esfuerzo no siempre se reconoce,1
43,1687,22,3,rrhh,temporal,54,2,1,0,1,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,1
38,1740,10,10,produccion,temporal,38,3,1,2,20,hay falta de comunicacion en el equipo,0
56,3764,38,1,produccion,fijo,50,4,3,1,6,tengo un equilibrio razonable entre trabajo y vida,0
53,2872,29,18,logistica,fijo,30,2,1,1,36,siento que mi trabajo no tiene impacto,0
50,2857,24,12,produccion,fijo,41,4,3,0,6,el liderazgo de mi equipo es excelente,0
47,2467,26,11,rrhh,fijo,59,4,5,4,1,la empresa valora a sus empleados,0
54,3011,33,20,produccion,fijo,40,3,3,3,11,hay tareas repetitivas que no disfruto,1
40,2332,20,12,ventas,temporal,46,4,2,1,0,estoy contento con mi trabajo,0
27,862,7,6,rrhh,fijo,36,2,4,1,2,siento que mi esfuerzo no se reconoce ademas considero que el salario es bajo,0
22,1789,0,0,finanzas,fijo,56,2,1,0,0,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral,1
53,2658,33,33,ti,temporal,56,2,4,4,34,no tengo motivacion para seguir en este trabajo,1
51,1352,24,7,logistica,fijo,33,3,5,0,15,la empresa tiene potencial de mejora y siento que no hay crecimiento profesional,1
48,2276,26,2,ventas,fijo,38,4,3,1,50,hay falta de comunicacion en el equipo,1
27,927,4,0,ti,fijo,48,2,3,0,7,no me siento valorado en la empresa ademas considero que el salario es bajo,1
36,2103,12,12,ventas,fijo,44,4,4,2,20,disfruto trabajar en esta empresa,1
49,2009,25,23,rrhh,fijo,35,3,5,3,50,cumplo mis funciones sin mayor inconveniente,0
18,1437,0,0,finanzas,temporal,54,3,4,0,4,me siento parte de un buen equipo,1
22,1392,3,2,ventas,fijo,33,3,2,0,30,el equilibrio entre trabajo y vida es justo,1
21,1300,0,0,rrhh,fijo,34,4,1,0,25,trabajo en proyectos que me interesan y siento que no hay crecimiento profesional,0
33,2001,15,10,finanzas,temporal,50,3,1,3,0,no hay oportunidades de crecimiento,1
41,1358,13,8,ti,fijo,42,4,3,3,22,hay un buen ambiente de colaboracion,1
33,1611,8,7,ventas,temporal,34,5,5,4,12,siento que mi trabajo no tiene impacto,0
19,697,0,0,rrhh,fijo,31,2,5,0,31,disfruto trabajar en esta empresa ademas considero que el salario es bajo,1
45,2727,24,16,ventas,temporal,40,3,3,2,4,me esfuerzo por mejorar en mi puesto,1
49,2523,29,27,produccion,fijo,47,3,5,2,19,la empresa tiene potencial de mejora,1
44,3071,25,6,ventas,temporal,44,5,5,4,50,siento que crezco profesionalmente,1
37,2081,19,3,logistica,fijo,46,4,1,3,27,la cultura de la empresa es positiva,0
41,2004,14,12,finanzas,fijo,59,3,2,3,6,hay cosas buenas y malas,1
29,2053,3,0,logistica,fijo,58,3,2,0,12,siento que algunos procesos son confusos y me siento muy estresado por la carga laboral,0
52,3620,32,27,produccion,fijo,46,3,3,2,31,el trabajo es aceptable,0
50,3046,26,23,logistica,fijo,49,3,2,3,45,"no es el mejor trabajo, pero tampoco el peor",0
50,1706,27,4,finanzas,fijo,48,3,2,0,17,hay estabilidad pero falta innovacion y siento que no hay crecimiento profesional,1
60,2934,37,28,ti,fijo,49,5,1,4,45,siento que crezco profesionalmente,0
54,2580,36,28,produccion,fijo,45,4,2,4,44,los recursos para trabajar son insuficientes,0
29,970,11,4,produccion,fijo,40,2,2,2,7,no hay oportunidades de crecimiento ademas considero que el salario es bajo,0
20,716,0,0,finanzas,temporal,57,1,2,0,28,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1
18,1918,0,0,rrhh,fijo,60,1,4,0,19,trabajo en proyectos que me interesan,0
50,2683,29,10,ventas,fijo,57,2,2,0,25,me siento estancado profesionalmente y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
57,3363,33,1,ti,temporal,51,3,4,1,17,hay tareas repetitivas que no disfruto y me siento muy estresado por la carga laboral,0
27,2184,7,3,ti,fijo,56,3,1,2,45,"algunas tareas son interesantes, otras no tanto",1
60,3133,37,9,rrhh,temporal,46,5,2,3,1,hay buenas oportunidades de aprendizaje,0
46,2539,27,23,finanzas,temporal,37,3,5,0,42,siento que mi trabajo no tiene impacto,1
30,1791,7,6,ti,fijo,37,4,4,1,46,tengo oportunidades limitadas para crecer,1
29,2158,7,3,ventas,fijo,52,4,2,3,41,me siento parte de un buen equipo y me siento muy estresado por la carga laboral,1
48,2042,20,7,rrhh,fijo,41,3,5,2,48,mi jefe no apoya mi desarrollo profesional,1
19,1109,0,0,produccion,fijo,44,2,3,0,23,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,1
52,2135,30,29,ventas,temporal,56,3,4,2,42,tengo oportunidades limitadas para crecer,1
40,2103,17,15,logistica,fijo,56,4,1,4,7,hay estabilidad pero falta innovacion y me siento muy estresado por la carga laboral,0
34,1485,13,1,finanzas,fijo,33,2,3,1,21,el trabajo es estresante y agotador,0
43,3293,25,2,finanzas,fijo,37,3,5,1,33,"a veces me siento motivado, a veces no",0
25,1694,0,0,rrhh,fijo,54,1,4,0,31,no hay oportunidades de crecimiento y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
46,2477,23,16,produccion,temporal,44,5,4,2,34,el liderazgo de mi equipo es excelente,1
43,1848,23,14,logistica,fijo,34,3,2,3,24,"estoy aprendiendo cosas nuevas, pero hay desafios",0
27,1936,0,0,produccion,temporal,51,2,3,0,6,me siento estancado profesionalmente y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
43,1845,16,9,logistica,fijo,39,3,2,0,13,estoy satisfecho con las condiciones laborales,0
51,2230,30,21,rrhh,fijo,53,2,1,1,43,no recibo retroalimentacion suficiente y me siento muy estresado por la carga laboral,1
